1264734278,1264784410
1264784617,1264791613
1264794808,1264809614
1264809643,1264866326
1264897151,1264904061
1264908177,1264934798
1264938865,1264947697
1264950071,1264951103
1264951532,1264982347
1264988059,1265045316
1265045418,1265047500
1265054157,1265060484
1265064926,1265067935
1265080011,1265098299
1265098394,1265130933
1265138874,1265150428
1265161162,1265161286
1265175537,1265212294
1265218952,1265242703
1265243668,1265318151
1265325621,1265327636
1265327778,1265357502
1265357734,1265386839
1265387098,1265393670
1265403595,1265409033
1265415177,1265459527
1265471737,1265472044
1265495178,1265520836
1265521080,1265522804
1265527152,1265572714
1265575319,1265583484
1265589745,1265613274
1265617929,1265625701
1265638014,1265647992
1265648036,1265649815
1265655334,1265659477
1265662516,1265670791
1265673067,1265685544
1265685643,1265695872
1265696078,1265724845
1265729680,1265747426
1265754706,1265756560
1265757641,1265769517
1265777645,1265798519
1265802911,1265833014
1265852907,1265939075
1265944330,1266001217
1266003203,1266048005
1266053015,1266076129
1266115342,1266148888
1266149077,1266155520
1266155627,1266179877
1266179906,1266183768
1266191467,1266193830
1266196024,1266216960
1266216988,1266256462
1266268142,1266269393
1266271769,1266274865
1266280137,1266359523
1266362166,1266436886
1266446637,1266515968
1266515973,1266519668
1266546878,1266599045
1266599286,1266606012
1266611579,1266620832
1266621643,1266624188
1266624317,1266626311
1266635222,1266635738
1266635759,1266635809
1266635824,1266675790
1266675831,1266680717
1266706803,1266711494
1266711553,1266739258
1266739278,1266762903
1266763004,1266768050
1266768090,1266776629
1266776779,1266789705
1266792212,1266837777
1266837872,1266873246
1266887896,1266887913
1266888583,1266914068
1266921317,1266945266
1266952264,1266957643
1266964917,1267000000
